page,position_on_page,title,card_url,price,rating,date,views,downloads,comments,author,preview,tags,source_page_url
32,16,"Загрузка из файла Эксель (Excel) контрагентов списком, с автоматическим заполнением реквизитов с сайта налоговой (поиск по ИНН)",https://infostart.ru/1c/tools/1185875/,1 стартмани,1,28.01.2020,6218,18,0,sergkemsu2007,"Позволяет указать свои наименования для быстрого поиска, загрузить из файла. Также позволяет указать структуру папок для загрузки. Если ИНН не будет найден на сайте налоговой - Контрагент все равно загрузится в базу, но без реквизитов.",Загрузка и выгрузка в Excel | Программист | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1C:Бухгалтерия | ИТ-компания | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,17,"Выгрузка зарплаты в банк Зенит в excel (xls), xml (реестр зарплатный, список на выпуск карт)",https://infostart.ru/1c/tools/1160934/,1 стартмани,4,29.11.2019,6245,18,1,Alex1Cnic,"Представляю вашему вниманию внешнюю обработку. Обработка формирует в форматах Excel (xls), xml зарплатный реестр согласно требованиям банка Зенит. Также позволяет выгрузить список сотрудников организации на выпуск карт в формате Excel.","Зарплата | Обмен с интернет-банком | Загрузка и выгрузка в Excel | Файловый обмен (TXT, XML, DBF), FTP | Бухгалтер | 1С:Предприятие 8 | 1С:Комплексная автоматизация 1.х | 1С:Зарплата и Управление Персоналом 2.5 | 1С:Управление производственным предприятием | Россия | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,18,Выгрузка реестра (ведомости) по зарплате в Газпромбанк в формате xls (БП 3 / ЗУП 3),https://infostart.ru/1c/tools/1128266/,1 стартмани,1,27.09.2019,7782,18,0,deemko48,"Обработка позволяет выгрузить документ ""Ведомость на выплату зарплаты"" из 1С:Бухгалтерия предприятия 3.0, Зарплата и Управление персоналом 3.0 в онлайн-банк Газпромбанк по установленному формату (Excel).",Зарплата | Обмен с интернет-банком | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,19,"Загрузка счетов-фактур в БП 3.0. Создаются поступления, счета-фактуры полученные",https://infostart.ru/1c/tools/1079602/,1 стартмани,2,19.06.2019,5032,18,2,DoomI,Просто сохраняете счет-фактуру в эксель и эту печатную форму обработка грузит.,Оптовая торговля | Загрузка и выгрузка в Excel | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Россия | Бухгалтерский учет | НДС | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,20,Выгрузка реестра Cбербанка в Excel для ЗУП 3,https://infostart.ru/1c/tools/1004902/,1 стартмани,0,15.02.2019,8108,18,0,Fantasisto,"Обработка по выгрузке реестра Cбербанка в Excel (файл для выгрузки предоставляется Сбербанком, пользователь выбирает его сам) для последующего формирования XML-файла на открытие лицевых счетов.",Загрузка и выгрузка в Excel | Обмен с интернет-банком | Банковские операции | Зарплата | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,21,"Обработка заполнения документа ""Распределение основного заработка"" в ЗУП 3.1 данными из EXCEL файла",https://infostart.ru/marketplace/995495/,5490 руб.,19,06.02.2019,24016,18,7,7,"Внешняя обработка позволяет в ЗУП 3.1 быстро заполнить документ ""Распределение основного заработка"" на основе данных в EXCEL файле. Может оказаться полезной для организаций, ведущих учет трудозатрат в разрезе объектов строительства, вида выпускаемой продукции и т.п. Подключается как дополнительная внешняя обработка.",Загрузка и выгрузка в Excel | Зарплата | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Платные (руб),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,22,Загрузка данных о премиях из Excel в документ Премия для ЗУП 3.1,https://infostart.ru/1c/tools/958955/,2 стартмани,3,06.12.2018,7852,18,2,AlexHelmer,"Если у Вас премию рассчитывает не тот, кто работает с ЗУП, а, например, директор, то чтобы не вносить данные вручную, процесс можно автоматизировать!",Загрузка и выгрузка в Excel | Зарплата | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,23,MS Office Excel для пользователей. Подводные камни и полезные возможности,https://infostart.ru/1c/articles/800024/,1 стартмани,58,18.03.2018,21653,akor77,,12,"Приветствую, дорогие читатели! Этот материал рассчитан на пользователей, имеющих минимальный опыт работы в MS Ofice Excel. Предполагается, что пользователь уже умеет рисовать таблицы, раскрашивать шрифты, границы, фон ячеек и т.п. В материале будет показано как облегчить свою повседневную работу настроив удобно интерфейс, изучите самые часто используемые функции, возможности и всё это на понятном и доступном языке. Меня часто просили научить работать в Excel, что однажды пришлось сесть и написал небольшой самоучитель в стиле ""просто и коротко о главном"". Читайте, учитесь, а если вас просят ""Научи"" или ""Подскажи"", то можете смело дать ссылку на эту статью, тем самым сэкономив своё время. Хотите, чтобы ваши сотрудники стали эффективней, тогда тоже, порекомендуйте им эту статью. Приятного изучения!",Загрузка и выгрузка в Excel | Инструкции пользователю | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,24,Быстрое заполнение данными файла MS EXCEL,https://infostart.ru/1c/articles/585750/,1 стартмани,11,13.07.2017,16431,dusha0020,,4,Процедура для 1С быстрого заполнения данными произвольного файла MS Excel. Источник данных - текст с разделителями.,Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,25,"Выгрузка заработной платы в клиент ЮниКредит банк (текстовый документ), загрузка лицевых счетов из Еxcel",https://infostart.ru/1c/tools/535098/,1 стартмани,1,05.07.2016,11336,18,1,Kennik,"Обработка (для ЗУП 2.5 (2.5.102.2), на платформе 1С:Предприятие 8.2 (8.2.19.130)) по выгрузке документа ""Зарплата к выплате организаций"" в текстовый документ для загрузки в клиент банк ЮниКредит банк. Также можно загружать лицевые счета сотрудников из реестра Excel (ЮниКредит банк, Сбербанк, и т.д.).",Загрузка и выгрузка в Excel | Обмен с интернет-банком | Банковские операции | Зарплата | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 2.5 | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,26,Выгрузка выданных счетов-Фактур в Excel для 1С: 7.7,https://infostart.ru/1c/tools/425583/,1 стартмани,1,01.12.2015,16655,18,5,n-h,"Обработка для выгрузки выданных счетов-фактур в формат Excel для 1С: 7.7, в выбранную папку.","Загрузка и выгрузка в Excel | Оптовая торговля | Производство готовой продукции (работ, услуг) | Бухгалтер | Бухгалтерский учет 7.7 | 1С:Бухгалтерия 7.7 | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,27,Пример создания документов Excel и PDF (эксель и пдф) по шаблонам из Экселя на основе данных документов из 1С,https://infostart.ru/1c/tools/355055/,1 стартмани,3,24.05.2015,6385,18,1,dobro7,"Это пример обработки для работы с шаблонами экселя, которые заполняются данными документа 1С",Загрузка и выгрузка в Excel | Программист | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 2.0 | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,28,"Загрузка справочников в 1С (7.7) из Excel, OpenOffice, 1C (обработка)",https://infostart.ru/marketplace/74800/,,27,09.09.2010,73958,18,27,reshenie,"Универсальная обработка, предназначенная для загрузки справочной информации в программу 1С:Предприятие 7.7 из файлов различных типов: Excel, OpenOffice, 1C. Позволяет загрузить объемную информацию о товарах, материалах, контрагентах, а также заполнить прочие справочники системы. Не ограничена какой-то конкретной конфигурацией и может быть использована на любой платформе 1С (7.7) c использованием имеющихся приложений: 1С, Excel, OpenOffice.","Файловый обмен (TXT, XML, DBF), FTP | Загрузка и выгрузка в Excel | Перенос данных 1C | 1С:Предприятие 7.7 | 1C77 | Платные (руб)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,29,Microsoft Excel. Получение данных с веб страницы - полезно в работе.,https://infostart.ru/1c/tools/119393/,1 стартмани,19,02.03.2012,49396,18,11,Jivchic,"Открыл для себя удобство при работе с Excel и таблицами на web-страницах. Бывает нужно поместить таблицу, находящуюся на web-странице, в таблицу Excel. Обычным путем Ctrl+C / Ctrl+V не всегда получается нормально вставить, ""Специальная вставка..."" тоже не всегда помогает.... И вот не так давно наткнулся, совершенно случайно, на такую функцию Excel как ""Обновляемый web запрос..."". Периодически он меня выручает.",Загрузка и выгрузка в Excel | Внешние источники данных | Программист | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,30,Импорт налоговых инспекций из Excel,https://infostart.ru/1c/tools/22264/,,1,10.09.2009,8458,18,2,whatever,Обработка для загрузки данных о налоговых инспекциях в УТ из Excel,Загрузка и выгрузка в Excel | Системный администратор | Программист | Бухгалтер | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,31,"Загрузка цен из Excel в 1С: БП 3.0, БП 3.0 КОРП",https://infostart.ru/1c/tools/1854892/,2 стартмани,1,28.04.2023,3395,17,3,Klinov,"Обработка для загрузки цен из Excel в 1С: БП 3.0, БП 3.0 КОРП как с установленной программой Excel, так и без.","Ценообразование, анализ цен | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С 8.3 | 1С:Бухгалтерия 3.0 | Бухгалтерский учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,32,Создание Табелей учета рабочего времени из Excel,https://infostart.ru/1c/tools/1859092/,1 стартмани,4,09.05.2023,4087,17,0,user1911833,Шаблон загружаемого файла представлен на фото. Поиск подразделений и сотрудников по наименованию. Документы при загрузке можно провести или просто записать. Подобного функционала нет в типовом решении.,Учет рабочего времени | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,33,Загрузка остатков отпусков из Excel (xlsx) в ЗУП 3.1,https://infostart.ru/1c/tools/2354898/,4 стартмани,1,07.07.2025,1648,17,0,plkt2,"Загрузка остатков отпусков сотрудников из Excel в документы ""Ввод остатков отпусков"" с возможностью выбора вида отпуска. Позволяет загрузить несколько видов отпусков на сотрудника в один документ (вначале загрузка ""основного"" отпуска для всех, потом дополнение существующих документов видом отпуска ""дополнительный, за вредность"" на определённый список сотрудников).",Зарплата | Загрузка и выгрузка в Excel | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,34,Документация на перенос данных в ЗУП через шаблоны Excel,https://infostart.ru/1c/tools/2435200/,,8,20.07.2025,2427,17,7,biimmap,"Многие столкнулись с необходимостью переноса данных из зарубежных систем на 1С. В том числе с переносом кадрового блока в ЗУП. Никаких типовых способов для переноса такой информации в ЗУП нет. Отсутствуют даже рекомендации от вендора. Я также за почти 20 лет работы с ЗУП много раз сталкивался с этой сложной задачей. В последний раз мне надоело разгребать проблемы, решил создать свой инструмент и подробнейшим образом его описать.",Перенос данных 1C | Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Комплексная автоматизация 2.х | 1С:Зарплата и Управление Персоналом 3.x | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,35,Выгрузка в Excel в сводные таблицы и графики с условным форматированием,https://infostart.ru/1c/tools/1735984/,1 стартмани,17,03.10.2022,7055,17,14,ivshumelev,"Когда заказчик любит Excel и говорит, что в экспортах из 1С слишком мало цвета, графиков и сводных таблиц, мы делаем кроссплатформенную выгрузку через прямую запись в xml файлы в соответствии с стандартом OpenXML.",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,36,"Заполнение документа ""Распределение основного заработка"" из файла excel",https://infostart.ru/1c/tools/1998293/,3 стартмани,2,18.12.2023,2016,17,0,appmaster-nt,"Обработка позволяет экономить время, больше не нужно заполнять документ ""Распределение основного заработка"" вручную, указывать каждому сотруднику способ отражения и долю. Теперь с помощью данной обработки можно заполнить документ из файла эксель. Шаблон простой: Табельный номер - Способ отражения - Доля распределения.",Загрузка и выгрузка в Excel | Зарплата | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Зарплата и кадры государственного учреждения 3 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,37,Универсальная загрузка из EXCEL,https://infostart.ru/1c/tools/2031146/,1 стартмани,3,02.02.2024,1997,17,2,lexkex,"Позволяет загружать файлы EXCEL в табличную часть документов, без использования EXCEL.Application.",Загрузка и выгрузка в Excel | Программист | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,38,Загрузка номенклатуры в УТ 11.5,https://infostart.ru/1c/tools/1883520/,1 стартмани,5,20.06.2023,1695,17,1,LeoLiamin,"Обработка предназначена для заполнения табличных частей документов ""Приобретение товаров и услуг"" и ""Установка цен"" из файла Excel. Будет полезна сотрудникам предприятий с большим перечнем номенклатурных позиций. Обработка предельно проста для использования и интуитивно понятна.",Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,39,Загрузка из Excel с выбором листа на управляемых формах,https://infostart.ru/1c/tools/1730940/,1 стартмани,6,21.09.2022,5101,17,7,idjumatov,"В помощь тем, кому нужно быстро реализовать кнопку загрузки из Excel на управляемых формах платформы 1С 8.3.",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
32,40,Заполнение реализации и поступления из Excel,https://infostart.ru/1c/tools/1506950/,1 стартмани,2,01.09.2021,5003,17,2,Adept1C,"Расширение конфигурации позволяет заполнять документы: реализация товаров и поступление товаров данными из файла Excel, а также убирает рекламу от 1С при начале работы. Тестировалось на платформе 1С:Предприятие 8.3 (8.3.16.1814) / Конфигурация: Бухгалтерия предприятия, редакция 3.0 (3.0.95.29)",Загрузка и выгрузка в Excel | Адаптация типовых решений | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=32
33,1,Загрузка товаров из Excel в документы Отчет о розничных продажах (Бухгалтерия предприятия),https://infostart.ru/1c/tools/1492265/,1 стартмани,4,04.08.2021,2660,17,0,woland,"Это обработка-пример для загрузки данных из электронных таблиц без установленной программы MS Excel, LibreOffice и пр. и без установленного расширения работы с файлами (если это веб-клиент)",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,2,"Внешняя обработка заполнения табличного документа ""Распределение основного заработка""",https://infostart.ru/1c/tools/1465830/,2 стартмани,2,28.06.2021,2554,17,0,Craig,"Внешняя обработка заполнения табличной части документа ""Распределение основного заработка"" из xls.",Зарплата | Загрузка и выгрузка в Excel | 1С:Предприятие 8 | 1С:ERP Управление предприятием 2 | 1С:Комплексная автоматизация 2.х | 1С:Зарплата и Управление Персоналом 3.x | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,3,Установка значений реквизитов справочников (УФ),https://infostart.ru/1c/tools/1378174/,1 стартмани,3,08.02.2021,6124,17,0,anvolkov1cbit,"Стояла задача: пользователи хотят заполнять значения справочников из таблицы excel. Значение заполняемого справочника должно искаться по коду, реквизиту, наименованию. Заполнять хотят булево, строковые, числовые и ссылочные значения.",Загрузка и выгрузка в Excel | Пользователь | 1С:Предприятие 8 | 1С 8.3 | 1C:Бухгалтерия | Россия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,4,Перенос остатков по дисконтным картам (картам лояльности) в УТ 11,https://infostart.ru/1c/articles/1011494/,1 стартмани,5,26.02.2019,12639,VCPro,,9,Как перенести данные о накоплениях по дисконтным картам из других программ в УТ 11.,"Оптовая торговля | Розничная торговля | Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Розничная и сетевая торговля (FMCG) | Оптовая торговля, дистрибуция, логистика | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,5,Загрузка отпусков из Excel в ЗУП 3,https://infostart.ru/1c/tools/851947/,1 стартмани,2,22.06.2018,8116,17,0,SergMasss,"Загрузка отпусков, которые выведены в Excel файл (руками, запросом из зуп 2.5 и тд) в ЗУП 3.1.6 (ежегодные и за вредность)",Загрузка и выгрузка в Excel | Зарплата | Кадровый учет | Бухгалтер | 1С:Предприятие 8 | 1С:Зарплата и Управление Персоналом 3.x | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,6,Загрузка номенлатуры из Excel с характеристиками,https://infostart.ru/1c/tools/716899/,1 стартмани,1,17.12.2017,7631,17,6,Flatcher,"Обработка загрузки номенклатуры с характеристиками. При создании номенклатуры, если указаны поля характеристик, они будут автоматически созданы. Обработка полу-универсальная, использует одно свойство характеристик ""Цвет"", но на основе ее можно сделать свой вариант.","Загрузка и выгрузка в Excel | Оптовая торговля | Логистика, склад и ТМЦ | Руководитель проекта | 1С:Предприятие 8 | 1C:Бухгалтерия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,7,"Решение проблемы загрузки и добавления разных характеристик номенклатуры (штрих-кодов, новых цен и т.д.) в имеющуюся базу УТ11.3 из различных итсточников в формате Excel",https://infostart.ru/1c/tools/626001/,5 стартмани,9,24.05.2017,20005,17,6,user718500,"Исходные данные: имеем 1 Excel файл с номенклатурой и ценами (около 10 000 наименований) с сайта организации. Также имеются 18 разных по формату файлов Excel со штрих-кодами производителей ( от 400 до 6000 наименований). Задача: загрузить в УТ11 номенклатуру с ценами и загрузить в базу штрих-коды от производителей. Номенклатуру не пересекающуюся с первоначальным файлом с сайта отсечь. Форматы файлов разные. Также, некоторые файлы имеют мусор в виде лишних символов в артикулах и штрих-кодах. Данная обработка была написана для решения этой задачи. В ходе работы было принято решение вязать все файлы по артикулам в рамках производителя, т.к. артикулы у разных производителей могут пересекаться. В обработке, также, реализована связь по коду для поиска и наименованию номенклатуры.","Загрузка и выгрузка в Excel | Оптовая торговля | Ценообразование, анализ цен | Системный администратор | Программист | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,8,Пример простейшего вывода отчета с сохранением в файл xls и отправки на e-mail,https://infostart.ru/1c/tools/621655/,1 стартмани,0,15.05.2017,10467,17,2,kondi55,"Пример простейшего кода, который выводит состав сегмента партнеров с телефонами в табличный документ (без вывода на экран), сохраняет в файл с расширением xlsx, делает рассылку на указанные почтовые ящики e-mail. Пригодится тем, кто делает вывод отчетов с автосохранением в файл, отправку на почту e-mail. Легко встраивается в регламентные задачи, и Ваши директора будут ночью получать все нужные отчеты на электронную почту.",Email рассылки | Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1С:Управление торговлей 11 | Россия | Управленческий учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,9,Загрузка иерархического файла Excel,https://infostart.ru/1c/tools/301008/,1 стартмани,0,09.09.2014,3660,17,1,kasbraga,Данная обработка позволяет загружать иерархические файлы excel с любым количеством уровней группировки. Поиск групп и элементов справочника номенклатура осуществляется по коду (из колонки код).,Загрузка и выгрузка в Excel | Системный администратор | Программист | Бухгалтер | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,10,Выгрузка из 1С БП 2.0 в файл Excel по технологии ADO,https://infostart.ru/1c/tools/318854/,2 стартмани,1,17.12.2014,10518,17,3,roofless,Обработка выполняет выгрузку кассовых документов и банковских выписок из БП 2.0 в файл Excel,Загрузка и выгрузка в Excel | Банковские операции | Кассовые операции | Программист | 1С:Предприятие 8 | 1С:Бухгалтерия 2.0 | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,11,Выгружаем в EXCEL с помощью ADO,https://infostart.ru/1c/tools/65045/,2 стартмани,96,02.02.2010,45622,17,30,ll13,"Наверное, уже многие знают, что с помощью технологии ADO можно быстро читать большие объемы информации из книг excel. Но ведь с помощью данной технологии можно также легко создавать и заполнять файлы excel. Не верите? Смотрите ...",Загрузка и выгрузка в Excel | Программист | 1С:Предприятие 8 | 1C:Бухгалтерия | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,12,Загрузка общего прайс листа НИКС (NIX) из XLS с ценами и номенклатурой,https://infostart.ru/1c/tools/156655/,1 стартмани,4,17.10.2012,35675,17,2,aupovy,Обработка позволяет загрузить в УТ (Управление торговлей) 10.3 номенклатуру и цены из общего прайса xls Никс,"Прайсы | Загрузка и выгрузка в Excel | Оптовая торговля | Розничная торговля | Ценообразование, анализ цен | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | 1С:Управление производственным предприятием | Оптовая торговля, дистрибуция, логистика | Россия | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,13,Загрузка прайса с закупочной ценой,https://infostart.ru/1c/tools/262741/,1 стартмани,0,05.03.2014,5670,17,3,sheff161,"Загрузка прайса из документа ексель с возможностью сразу создать документ ""Изменение цены""","Прайсы | Загрузка и выгрузка в Excel | Оптовая торговля | Ценообразование, анализ цен | Пользователь | 1С:Предприятие 8 | 1С:Управление торговлей 10 | Россия | Управленческий учет | Абонемент ($m)",https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,14,Импорт реализации с листа Еxcel для 1с 7.7 ТИС ред 9.2,https://infostart.ru/1c/tools/189744/,1 стартмани,2,05.06.2013,14229,17,1,Alibabai4,Обработка импортирует в реализацию 1с данные заказа с листов в формате Excel Процедура проверяет все позиции документа на условие соответствия кода товара кодам номенклатуры в базе 1с Работает довольно шустро.,Загрузка и выгрузка в Excel | Системный администратор | 1С:Предприятие 7.7 | 1С:Торговля и склад 7.7 | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,15,Клиент-банк Далькомбанк,https://infostart.ru/1c/tools/118367/,1 стартмани,2,23.02.2012,9812,17,1,sdpj,Обработка Клиент-банк (импорт/экспорт платежных поручений) для БП 2.0 с поддержкой формата Далькомбанка.,Обмен с интернет-банком | Загрузка и выгрузка в Excel | Банковские операции | Бухгалтер | 1С:Предприятие 8 | 1С:Бухгалтерия 2.0 | Россия | Бухгалтерский учет | Абонемент ($m),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
33,16,"Загрузка отчетов о продажах на маркетплейсах в 1С:Бухгалтерию (Wildberries, OZON, СберМегаМаркет, Aliexpress и др.)",https://infostart.ru/marketplace/1708365/,5084 руб.,24,12.08.2022,13061,16,32,32,"* Обработка позволяет для любого маркетплейса загрузить данные отчетов о продажах в документ ""Отчет комиссионера"" в 1С:Бухгалтерию 3.0. * Реализован гибкий алгоритм поиска номенклатуры при загрузке. * Также есть отдельная обработка для загрузки кодов, артикулов, штрихкодов номенклатуры из Excel в 1С. * Будем рады замечаниям и пожеланиям по развитию разработки. Пишите, постараемся оперативно помогать!",Загрузка и выгрузка в Excel | Маркетплейсы | Бухгалтер | Пользователь | 1С:Предприятие 8 | 1С:Бухгалтерия 3.0 | Бухгалтерский учет | Платные (руб),https://infostart.ru/public/all/integraciya_i_obmen_dannymi/zagruzka_i_vygruzka_v_excel/?sort=property_count_download&PAGEN_1=33
